Name,Image Path,Age,Gender,Aadhar number
Ana de arams,D:/utsav1/face_detection/dataset\Ana de arams\Ana de arams_image_8.jpg,35,Female,956565132546
Ana de arams,D:/utsav1/face_detection/dataset\Ana de arams\Ana de arams_image_9.jpg,35,Female,956565132546
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_1.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_10.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_11.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_12.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_13.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_14.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_15.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_16.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_17.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_18.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_19.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_2.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_20.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_21.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_22.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_23.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_24.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_25.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_26.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_27.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_28.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_29.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_3.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_30.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_31.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_32.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_33.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_34.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_35.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_36.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_37.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_38.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_39.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_4.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_40.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_41.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_42.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_43.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_44.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_45.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_46.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_47.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_48.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_49.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_5.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_50.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_6.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_7.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_8.jpg,59,Male,894653455452
shahrukh khan,D:/utsav1/face_detection/dataset\shahrukh khan\saharukh khan_image_9.jpg,59,Male,894653455452
